Species,Tissue,n,Gene,Value,Log10value,Log2Value
Citrus trifoliata,Leaf (n=12) ,12,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Leaf (n=12) ,12,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Flower (n=12),12,F3H,20.2508,1.30644218452465,4.33990699711846
Citrus trifoliata,Flower (n=12),12,F3'H,69.00359165,1.83887169643552,6.10859955128235
Citrus trifoliata,Flower (n=12),12,F3'5'H,0.01152605,-1.9383195007813,-6.43895800651344
Citrus trifoliata,Flower (n=12),12,FLS H,50.46955,1.70302943246525,5.65734131812638
Citrus trifoliata,Flower (n=12),12,FLS F,1000000,6,19.9315685693242
Citrus trifoliata,Flower (n=12),12,FLS Y,1000000,6,19.9315685693242
Citrus trifoliata,Flower (n=12),12,DFR N,1000000,6,19.9315685693242
Citrus trifoliata,Flower (n=12),12,DFR D,4.03498,0.605841386415917,2.01256152258055
Citrus trifoliata,Flower (n=12),12,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Flower (n=12),12,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Root (n=14),14,F3H,1.42086,0.152551288185881,0.506764410135937
Citrus trifoliata,Root (n=14),14,F3'H,13.613025,1.13395464209028,3.76691578388766
Citrus trifoliata,Root (n=14),14,F3'5'H,0.01,-2,-6.64385618977472
Citrus trifoliata,Root (n=14),14,FLS H,46.36958,1.66623316222083,5.53510675421439
Citrus trifoliata,Root (n=14),14,FLS F,1000000,6,19.9315685693242
Citrus trifoliata,Root (n=14),14,FLS Y,1000000,6,19.9315685693242
Citrus trifoliata,Root (n=14),14,DFR N,1000000,6,19.9315685693242
Citrus trifoliata,Root (n=14),14,DFR D,0.01,-2,-6.64385618977472
Citrus trifoliata,Root (n=14),14,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Root (n=14),14,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Stem (n=6),6,F3H,92.80495,1.96757114109335,6.5361298522876
Citrus trifoliata,Stem (n=6),6,F3'H,66.77729802,1.82462884241011,6.06128581434395
Citrus trifoliata,Stem (n=6),6,F3'5'H,0.01,-2,-6.64385618977472
Citrus trifoliata,Stem (n=6),6,FLS H,241.6814943,2.38324339748633,7.91696319906467
Citrus trifoliata,Stem (n=6),6,FLS F,1000000,6,19.9315685693242
Citrus trifoliata,Stem (n=6),6,FLS Y,1000000,6,19.9315685693242
Citrus trifoliata,Stem (n=6),6,DFR N,1000000,6,19.9315685693242
Citrus trifoliata,Stem (n=6),6,DFR D,3.871535,0.58788318978789,1.95290568466839
Citrus trifoliata,Stem (n=6),6,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Stem (n=6),6,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Seed (n=3),3,F3H,84.0518,1.92454701845005,6.39320681052093
Citrus trifoliata,Seed (n=3),3,F3'H,20.686488,1.31568676559636,4.37061683070604
Citrus trifoliata,Seed (n=3),3,F3'5'H,0.01,-2,-6.64385618977472
Citrus trifoliata,Seed (n=3),3,FLS H,92.182,1.96464612643486,6.52641316391559
Citrus trifoliata,Seed (n=3),3,FLS F,1000000,6,19.9315685693242
Citrus trifoliata,Seed (n=3),3,FLS Y,1000000,6,19.9315685693242
Citrus trifoliata,Seed (n=3),3,DFR N,1000000,6,19.9315685693242
Citrus trifoliata,Seed (n=3),3,DFR D,0.0593258,-1.22675639667164,-4.07519653968629
Citrus trifoliata,Seed (n=3),3,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Seed (n=3),3,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Fruit (n=6),6,F3H,899.3365,2.95392221981945,9.81271721213028
Citrus trifoliata,Fruit (n=6),6,F3'H,439.6446655,2.64310180794341,8.78019415345479
Citrus trifoliata,Fruit (n=6),6,F3'5'H,0.0502064,-1.29924091816333,-4.31598490807401
Citrus trifoliata,Fruit (n=6),6,FLS H,243.0625719,2.3857180889596,7.92518394619588
Citrus trifoliata,Fruit (n=6),6,FLS F,1000000,6,19.9315685693242
Citrus trifoliata,Fruit (n=6),6,FLS Y,1000000,6,19.9315685693242
Citrus trifoliata,Fruit (n=6),6,DFR N,1000000,6,19.9315685693242
Citrus trifoliata,Fruit (n=6),6,DFR D,0.0067409,-2.17128211549143,-7.21284306137745
Citrus trifoliata,Fruit (n=6),6,DFR A,1000000,6,19.9315685693242
Citrus trifoliata,Fruit (n=6),6,DFR *,1000000,6,19.9315685693242
Citrus trifoliata,Leaf (n=12) ,12,F3'H/F3H,0.538539754,-0.268782232374198,-0.892875249130393
Citrus trifoliata,Leaf (n=12) ,12,F3'5'H/F3H,0.000178472,-3.74842990952007,-12.4520146281508
Citrus trifoliata,Leaf (n=12) ,12,DFR/FLS,7.42E-05,-4.12959609472097,-13.7182212875907
Citrus trifoliata,Flower (n=12),12,F3'H/F3H,3.407450158,0.532429511971457,1.76869255436515
Citrus trifoliata,Flower (n=12),12,F3'5'H/F3H,0.000569165,-3.24476181409411,-10.7788654314569
Citrus trifoliata,Flower (n=12),12,DFR/FLS,0.079948801,-1.09718804502579,-3.64477979214573
Citrus trifoliata,Root (n=14),14,F3'H/F3H,9.580834847,0.981403353927003,3.2601513738268
Citrus trifoliata,Root (n=14),14,F3'5'H/F3H,0.007037991,-2.15255129286497,-7.15062061545426
Citrus trifoliata,Root (n=14),14,DFR/FLS,0.000215659,-3.66623241292365,-12.1789604548778
Citrus trifoliata,Stem (n=6),6,F3'H/F3H,0.719544572,-0.142942298636214,-0.474844037787418
Citrus trifoliata,Stem (n=6),6,F3'5'H/F3H,0.000107753,-3.96757062960984,-13.1799843429509
Citrus trifoliata,Stem (n=6),6,DFR/FLS,0.016019162,-1.79536020662225,-5.96405751082123
Citrus trifoliata,Seed (n=3),3,F3'H/F3H,0.246115943,-0.608860252478999,-2.0225899785702
Citrus trifoliata,Seed (n=3),3,F3'5'H/F3H,0.000118974,-3.92454793684488,-13.0370660511372
Citrus trifoliata,Seed (n=3),3,DFR/FLS,0.000643572,-3.19140285908826,-10.6016108197092
Citrus trifoliata,Fruit (n=6),6,F3'H/F3H,0.488854467,-0.310820412013209,-1.03252305913115
Citrus trifoliata,Fruit (n=6),6,F3'5'H/F3H,5.58E-05,-4.25336580106242,-14.1293753523824
Citrus trifoliata,Fruit (n=6),6,DFR/FLS,2.77E-05,-4.55752023093555,-15.1397544981623
Citrus sinensis,Leaf (n=21),21,F3H,2.177682,0.337994461403081,1.12279329725122
Citrus sinensis,Leaf (n=21),21,F3'H,8.05147,0.905875179076641,3.00925220783581
Citrus sinensis,Leaf (n=21),21,F3'5'H,0.01,-2,-6.64385618977472
Citrus sinensis,Leaf (n=21),21,FLS H,85.8263,1.93362039035064,6.42334789955284
Citrus sinensis,Leaf (n=21),21,FLS F,1000000,6,19.9315685693242
Citrus sinensis,Leaf (n=21),21,FLS Y,1000000,6,19.9315685693242
Citrus sinensis,Leaf (n=21),21,DFR N,1000000,6,19.9315685693242
Citrus sinensis,Leaf (n=21),21,DFR D,0.01,-2,-6.64385618977472
Citrus sinensis,Leaf (n=21),21,DFR A,1000000,6,19.9315685693242
Citrus sinensis,Leaf (n=21),21,DFR *,1000000,6,19.9315685693242
Citrus sinensis,Root (n=7),7,F3H,0.705257,-0.151652594578784,-0.503779014593824
Citrus sinensis,Root (n=7),7,F3'H,40.730129,1.60991578558071,5.3480244785232
Citrus sinensis,Root (n=7),7,F3'5'H,0.01,-2,-6.64385618977472
Citrus sinensis,Root (n=7),7,FLS H,193.736,2.28721032876583,7.59794825004376
Citrus sinensis,Root (n=7),7,FLS F,1000000,6,19.9315685693242
Citrus sinensis,Root (n=7),7,FLS Y,1000000,6,19.9315685693242
Citrus sinensis,Root (n=7),7,DFR N,1000000,6,19.9315685693242
Citrus sinensis,Root (n=7),7,DFR D,0.01,-2,-6.64385618977472
Citrus sinensis,Root (n=7),7,DFR A,1000000,6,19.9315685693242
Citrus sinensis,Root (n=7),7,DFR *,1000000,6,19.9315685693242
Citrus sinensis,Fruit (n=24),24,F3H,34.5180295,1.53804599556859,5.1092782039083
Citrus sinensis,Fruit (n=24),24,F3'H,32.064825,1.50602887401338,5.00291962829662
Citrus sinensis,Fruit (n=24),24,F3'5'H,0.01,-2,-6.64385618977472
Citrus sinensis,Fruit (n=24),24,FLS H,220.05,2.34252137289896,7.78168756150718
Citrus sinensis,Fruit (n=24),24,FLS F,1000000,6,19.9315685693242
Citrus sinensis,Fruit (n=24),24,FLS Y,1000000,6,19.9315685693242
Citrus sinensis,Fruit (n=24),24,DFR N,1000000,6,19.9315685693242
Citrus sinensis,Fruit (n=24),24,DFR D,0.01,-2,-6.64385618977472
Citrus sinensis,Fruit (n=24),24,DFR A,1000000,6,19.9315685693242
Citrus sinensis,Fruit (n=24),24,DFR *,1000000,6,19.9315685693242
Citrus sinensis,Leaf (n=21),21,F3'H/F3H,3.697266176,0.567880717710457,1.88645891070717
Citrus sinensis,Leaf (n=21),21,F3'5'H/F3H,0.004592039,-2.33799443214909,-7.7666493898463
Citrus sinensis,Leaf (n=21),21,DFR/FLS,0.000116514,-3.93362188787876,-13.0672090640083
Citrus sinensis,Root (n=7),7,F3'H/F3H,57.7521797,1.76156838014545,5.85180349307038
Citrus sinensis,Root (n=7),7,F3'5'H/F3H,0.014179228,-1.84834741403779,-6.14007720380455
Citrus sinensis,Root (n=7),7,DFR/FLS,5.16E-05,-4.28735029837279,-14.2422694087883
Citrus sinensis,Fruit (n=24),24,F3'H/F3H,0.928929764,-0.032017121593404,-0.106358575738554
Citrus sinensis,Fruit (n=24),24,F3'5'H/F3H,0.000289704,-3.53804550836567,-11.75313277523
Citrus sinensis,Fruit (n=24),24,DFR/FLS,4.54E-05,-4.3429441471429,-14.4269481769206
Vitis Vinifera,Leaf (n=11),11,F3H,468.566,2.67077077220781,8.87210846320116
Vitis Vinifera,Leaf (n=11),11,F3'H,177.338248,2.24880241356996,7.47035991748855
Vitis Vinifera,Leaf (n=11),11,F3'5'H,98.5465,1.99364120438736,6.62273272797946
Vitis Vinifera,Leaf (n=11),11,FLS H,25.0447379,1.39871649103934,4.64643560836584
Vitis Vinifera,Leaf (n=11),11,FLS F,1000000,6,19.9315685693242
Vitis Vinifera,Leaf (n=11),11,FLS Y,1000000,6,19.9315685693242
Vitis Vinifera,Leaf (n=11),11,DFR N,110.462,2.04321290219655,6.78740634364308
Vitis Vinifera,Leaf (n=11),11,DFR D,1000000,6,19.9315685693242
Vitis Vinifera,Leaf (n=11),11,DFR A,1000000,6,19.9315685693242
Vitis Vinifera,Leaf (n=11),11,DFR *,1000000,6,19.9315685693242
Vitis Vinifera,Flower (n=4),4,F3H,232.53905,2.36649589389466,7.86132919636425
Vitis Vinifera,Flower (n=4),4,F3'H,134.3905407,2.12836870125971,7.07028778499357
Vitis Vinifera,Flower (n=4),4,F3'5'H,4.7946695,0.680758676308952,2.26143137266904
Vitis Vinifera,Flower (n=4),4,FLS H,59.83429305,1.77695016414972,5.90290067350365
Vitis Vinifera,Flower (n=4),4,FLS F,1000000,6,19.9315685693242
Vitis Vinifera,Flower (n=4),4,FLS Y,1000000,6,19.9315685693242
Vitis Vinifera,Flower (n=4),4,DFR N,67.71245,1.8306685279051,6.08134921527406
Vitis Vinifera,Flower (n=4),4,DFR D,1000000,6,19.9315685693242
Vitis Vinifera,Flower (n=4),4,DFR A,1000000,6,19.9315685693242
Vitis Vinifera,Flower (n=4),4,DFR *,1000000,6,19.9315685693242
Vitis Vinifera,Stem (n=8),8,F3H,60.50854,1.7818166740431,5.91906686944253
Vitis Vinifera,Stem (n=8),8,F3'H,48.812918,1.68853477023425,5.60919109243535
Vitis Vinifera,Stem (n=8),8,F3'5'H,9.2353605,0.965453852684217,3.20716827754895
Vitis Vinifera,Stem (n=8),8,FLS H,0.1197975,-0.921552244947822,-3.06133029339869
Vitis Vinifera,Stem (n=8),8,FLS F,1000000,6,19.9315685693242
Vitis Vinifera,Stem (n=8),8,FLS Y,1000000,6,19.9315685693242
Vitis Vinifera,Stem (n=8),8,DFR N,35.10215,1.54533371773477,5.13348749291987
Vitis Vinifera,Stem (n=8),8,DFR D,1000000,6,19.9315685693242
Vitis Vinifera,Stem (n=8),8,DFR A,1000000,6,19.9315685693242
Vitis Vinifera,Stem (n=8),8,DFR A,1000000,6,19.9315685693242
Vitis vinifera,Seed (n=3),3,F3H,557.477,2.74622695426883,9.12276847432259
Vitis vinifera,Seed (n=3),3,F3'H,186.0530034,2.26963668510477,7.53956986943654
Vitis vinifera,Seed (n=3),3,F3'5'H,2.6119228,0.416960336450861,1.3851122561098
Vitis vinifera,Seed (n=3),3,FLS H,0.3944377,-0.404021582271675,-1.34213064508912
Vitis vinifera,Seed (n=3),3,FLS F,1000000,6,19.9315685693242
Vitis vinifera,Seed (n=3),3,FLS Y,1000000,6,19.9315685693242
Vitis vinifera,Seed (n=3),3,DFR N,170.695,2.23222079994184,7.41527698931875
Vitis vinifera,Seed (n=3),3,DFR D,1000000,6,19.9315685693242
Vitis vinifera,Seed (n=3),3,DFR A,1000000,6,19.9315685693242
Vitis vinifera,Seed (n=3),3,DFR *,1000000,6,19.9315685693242
Vitis Vinifera,Fruit (n=7),7,F3H,222.8518,2.34801614628358,7.79994080358859
Vitis Vinifera,Fruit (n=7),7,F3'H,134.3905407,2.12836870125971,7.07028778499357
Vitis Vinifera,Fruit (n=7),7,F3'5'H,1.4816674,0.170750725535417,0.567221632378502
Vitis Vinifera,Fruit (n=7),7,FLS H,7.806057,0.892431718184672,2.96459399740626
Vitis Vinifera,Fruit (n=7),7,FLS F,1000000,6,19.9315685693242
Vitis Vinifera,Fruit (n=7),7,FLS Y,1000000,6,19.9315685693242
Vitis Vinifera,Fruit (n=7),7,DFR N,67.1763,1.82721607968077,6.0698804305215
Vitis Vinifera,Fruit (n=7),7,DFR D,1000000,6,19.9315685693242
Vitis Vinifera,Fruit (n=7),7,DFR A,1000000,6,19.9315685693242
Vitis Vinifera,Fruit (n=7),7,DFR *,1000000,6,19.9315685693242
Vitis Vinifera,Leaf (n=11),11,F3'H/F3H,0.378470158,-0.421968358507015,-1.40174854527795
Vitis Vinifera,Leaf (n=11),11,F3'5'H/F3H,0.210315089,-0.677129567854061,-2.24937573533334
Vitis Vinifera,Leaf (n=11),11,DFR/FLS,4.410587184,0.644496411190161,2.14097073538667
Vitis Vinifera,Flower (n=4),4,F3'H/F3H,0.577926764,-0.23812719273146,-0.791041411691296
Vitis Vinifera,Flower (n=4),4,F3'5'H/F3H,0.020618771,-1.68573722478602,-5.59989784761414
Vitis Vinifera,Flower (n=4),4,DFR/FLS,1.131666249,0.053718363610824,0.178448541290171
Vitis Vinifera,Stem (n=8),8,F3'H/F3H,0.806711218,-0.093281903783919,-0.309875776924379
Vitis Vinifera,Stem (n=8),8,F3'5'H/F3H,0.152629042,-0.816362821687181,-2.71189859298417
Vitis Vinifera,Stem (n=8),8,DFR/FLS,293.012375,2.46688596260913,8.19481778607453
Vitis vinifera,Seed (n=3),3,F3'H/F3H,0.087560416,-1.05769218376382,-3.51357738098781
Vitis vinifera,Seed (n=3),3,F3'5'H/F3H,0.016566353,-1.78077308882288,-5.91560015438006
Vitis vinifera,Seed (n=3),3,DFR/FLS,432.7552868,2.63624238218358,8.75740763430841
Vitis Vinifera,Fruit (n=7),7,F3'H/F3H,0.603048935,-0.219647445176294,-0.729653019101364
Vitis Vinifera,Fruit (n=7),7,F3'5'H/F3H,0.006648667,-2.17726541824188,-7.2327191628844
Vitis Vinifera,Fruit (n=7),7,DFR/FLS,8.605663525,0.934784361489445,3.10528643309313
Kalanchoe laxiflora,Leaf (n=24),24,F3H,28.04254,1.44781734802588,4.8095451246725
Kalanchoe laxiflora,Leaf (n=24),24,F3'H,0.03661115,-1.43638662919522,-4.77157309864416
Kalanchoe laxiflora,Leaf (n=24),24,F3'5'H,8.754656,0.942239085857855,3.13005049141219
Kalanchoe laxiflora,Leaf (n=24),24,FLS H,10.5915345,1.02495888518816,3.40483971681099
Kalanchoe laxiflora,Leaf (n=24),24,FLS F,1000000,6,19.9315685693242
Kalanchoe laxiflora,Leaf (n=24),24,FLS Y,1000000,6,19.9315685693242
Kalanchoe laxiflora,Leaf (n=24),24,DFR N,1000000,6,19.9315685693242
Kalanchoe laxiflora,Leaf (n=24),24,DFR D,1.212045,0.083518744326049,0.277443263226415
Kalanchoe laxiflora,Leaf (n=24),24,DFR A,1000000,6,19.9315685693242
Kalanchoe laxiflora,Leaf (n=24),24,DFR *,1000000,6,19.9315685693242
Kalanchoe laxiflora,Flower (n=3),3,F3H,471.175,2.67318223922794,8.8801191832452
Kalanchoe laxiflora,Flower (n=3),3,F3'H,0.927505,-0.032683740509082,-0.108573035843128
Kalanchoe laxiflora,Flower (n=3),3,F3'5'H,66.6084,1.82352900159686,6.0576322222465
Kalanchoe laxiflora,Flower (n=3),3,FLS H,31.77083,1.50202856074189,4.98963087525172
Kalanchoe laxiflora,Flower (n=3),3,FLS F,1000000,6,19.9315685693242
Kalanchoe laxiflora,Flower (n=3),3,FLS Y,1000000,6,19.9315685693242
Kalanchoe laxiflora,Flower (n=3),3,DFR N,1000000,6,19.9315685693242
Kalanchoe laxiflora,Flower (n=3),3,DFR D,47.8659,1.6800262291608,5.58092633079693
Kalanchoe laxiflora,Flower (n=3),3,DFR A,1000000,6,19.9315685693242
Kalanchoe laxiflora,Flower (n=3),3,DFR *,1000000,6,19.9315685693242
Kalanchoe laxiflora,Root (n=3),3,F3H,823.494,2.91566043923573,9.68561432824878
Kalanchoe laxiflora,Root (n=3),3,F3'H,1.19574,0.077636757544856,0.257903726084214
Kalanchoe laxiflora,Root (n=3),3,F3'5'H,329.495,2.51784882867545,8.3641127626562
Kalanchoe laxiflora,Root (n=3),3,FLS H,12.63388,1.10153674753181,3.65922586917676
Kalanchoe laxiflora,Root (n=3),3,FLS F,1000000,6,19.9315685693242
Kalanchoe laxiflora,Root (n=3),3,FLS Y,1000000,6,19.9315685693242
Kalanchoe laxiflora,Root (n=3),3,DFR N,1000000,6,19.9315685693242
Kalanchoe laxiflora,Root (n=3),3,DFR D,1.53237,0.185363640986587,0.615764686763957
Kalanchoe laxiflora,Root (n=3),3,DFR A,1000000,6,19.9315685693242
Kalanchoe laxiflora,Root (n=3),3,DFR *,1000000,6,19.9315685693242
Kalanchoe laxiflora,Stem (n=5),5,F3H,372.4613,2.57108115474986,8.54094672219901
Kalanchoe laxiflora,Stem (n=5),5,F3'H,1.65234,0.218099416429208,0.724510578914723
Kalanchoe laxiflora,Stem (n=5),5,F3'5'H,48.9721,1.68994872764201,5.61388815727316
Kalanchoe laxiflora,Stem (n=5),5,FLS H,5.948756,0.774426155842633,2.57258800450926
Kalanchoe laxiflora,Stem (n=5),5,FLS F,1000000,6,19.9315685693242
Kalanchoe laxiflora,Stem (n=5),5,FLS Y,1000000,6,19.9315685693242
Kalanchoe laxiflora,Stem (n=5),5,DFR N,1000000,6,19.9315685693242
Kalanchoe laxiflora,Stem (n=5),5,DFR D,1.61369,0.207820107696881,0.690363454440788
Kalanchoe laxiflora,Stem (n=5),5,DFR A,1000000,6,19.9315685693242
Kalanchoe laxiflora,Stem (n=5),5,DFR *,1000000,6,19.9315685693242
Kalanchoe laxiflora,Leaf (n=24),24,F3'H/F3H,0.001305558,-2.88420382968522,-9.58111773321305
Kalanchoe laxiflora,Leaf (n=24),24,F3'5'H/F3H,0.312191977,-0.505578262034011,-1.67949463281511
Kalanchoe laxiflora,Leaf (n=24),24,DFR/FLS,0.11443526,-0.941440139319039,-3.12739644845859
Kalanchoe laxiflora,Flower (n=3),3,F3'H/F3H,0.001968494,-2.705865904608,-8.98869196951511
Kalanchoe laxiflora,Flower (n=3),3,F3'5'H/F3H,0.141366584,-0.849653236221431,-2.82248695631594
Kalanchoe laxiflora,Flower (n=3),3,DFR/FLS,1.506598978,0.177997668493413,0.591295455792714
Kalanchoe laxiflora,Root (n=3),3,F3'H/F3H,0.001452032,-2.83802381251314,-9.42771103674675
Kalanchoe laxiflora,Root (n=3),3,F3'5'H/F3H,0.400118277,-0.397811610033269,-1.32150156384189
Kalanchoe laxiflora,Root (n=3),3,DFR/FLS,0.12129053,-0.916173106217481,-3.04346118132407
Kalanchoe laxiflora,Stem (n=5),5,F3'H/F3H,0.004436273,-2.35298173602481,-7.81643613565765
Kalanchoe laxiflora,Stem (n=5),5,F3'5'H/F3H,0.131482385,-0.881132426715869,-2.92705856362373
Kalanchoe laxiflora,Stem (n=5),5,DFR/FLS,0.271265118,-0.566606048605102,-1.8822245515944
Dianthus caryophyllus,Flower_White (n=4),4,F3H,81.736341,1.91241519223198,6.35290575616484
Dianthus caryophyllus,Flower_White (n=4),4,F3'H,16.176699,1.20888990464678,4.01584533787184
Dianthus caryophyllus,Flower_White (n=4),4,F3'5'H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,FLS H,20.0873,1.30292156572267,4.32821175460878
Dianthus caryophyllus,Flower_White (n=4),4,FLS F,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,FLS Y,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,DFR N,1.808913,0.257417679889932,0.855123022947087
Dianthus caryophyllus,Flower_White (n=4),4,DFR D,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,DFR A,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,DFR *,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,F3H,224.430338,2.35108156352631,7.81012389924974
Dianthus caryophyllus,Flower_Red (n=4),4,F3'H,18.07722,1.25713164342419,4.17610092526273
Dianthus caryophyllus,Flower_Red (n=4),4,F3'5'H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,FLS H,37.47141,1.57370003533288,5.22771836029752
Dianthus caryophyllus,Flower_Red (n=4),4,FLS F,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,FLS Y,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,DFR N,226.4927,2.35505420899429,7.82332074184086
Dianthus caryophyllus,Flower_Red (n=4),4,DFR D,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,DFR A,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,DFR *,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,F3H,263.353058,2.42053836565843,8.04085440163349
Dianthus caryophyllus,Flower_Orange (n=4),4,F3'H,6.4867447,0.812026805659058,2.69749465952046
Dianthus caryophyllus,Flower_Orange (n=4),4,F3'5'H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,FLS H,39.633935,1.59806719279718,5.30866430527072
Dianthus caryophyllus,Flower_Orange (n=4),4,FLS F,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,FLS Y,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,DFR N,299.8325185,2.47687873271254,8.2280130498268
Dianthus caryophyllus,Flower_Orange (n=4),4,DFR D,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,DFR A,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,DFR *,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,F3H,4.19184885,0.622405614435017,2.06758669700732
Dianthus caryophyllus,Stem (n=42),42,F3'H,12.59345425,1.10014486878587,3.65460214806596
Dianthus caryophyllus,Stem (n=42),42,F3'5'H,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,FLS H,1.69929,0.230267501677904,0.764932083163352
Dianthus caryophyllus,Stem (n=42),42,FLS F,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,FLS Y,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,DFR N,0.030696,-1.51291821380974,-5.02580551972138
Dianthus caryophyllus,Stem (n=42),42,DFR D,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,DFR A,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,DFR *,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,F3'H/F3H,0.197913177933913,-0.703525287585204,-2.337060418293
Dianthus caryophyllus,Flower_White (n=4),4,F3'5'H/F3H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_White (n=4),4,DFR/FLS,0.090052570529638,-1.04550388583274,-3.4730887316617
Dianthus caryophyllus,Flower_Red (n=4),4,F3'H/F3H,0.080547131734035,-1.09394992010212,-3.63402297398701
Dianthus caryophyllus,Flower_Red (n=4),4,F3'5'H/F3H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Red (n=4),4,DFR/FLS,6.0444135942576,0.781354173661411,2.59560238154334
Dianthus caryophyllus,Flower_Orange (n=4),4,F3'H/F3H,0.024631362738913,-1.60851155999937,-5.34335974211302
Dianthus caryophyllus,Flower_Orange (n=4),4,F3'5'H/F3H,1000000,6,19.9315685693242
Dianthus caryophyllus,Flower_Orange (n=4),4,DFR/FLS,7.56504542130374,0.878811539915366,2.91934874455608
Dianthus caryophyllus,Stem (n=42),42,F3'H/F3H,3.004272029,0.477739254345709,1.58701545104155
Dianthus caryophyllus,Stem (n=42),42,F3'5'H/F3H,1000000,6,19.9315685693242
Dianthus caryophyllus,Stem (n=42),42,DFR/FLS,0.018064015,-1.74318571478943,-5.79073760056531
Beta vulgaris ,Leaf (n=16),16,F3H,15.21934325,1.18239591202359,3.92783419943112
Beta vulgaris ,Leaf (n=16),16,F3'H,1.76283,0.246210432763451,0.817893353851283
Beta vulgaris ,Leaf (n=16),16,F3'5'H,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,FLS H,4.72757,0.674637968059365,2.24109881997413
Beta vulgaris ,Leaf (n=16),16,FLS F,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,FLS Y,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,DFR N,0.01,-2,-6.64385618977472
Beta vulgaris ,Leaf (n=16),16,DFR D,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,DFR A,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,DFR *,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,F3H,26.94864,1.43053685281037,4.75214056212251
Beta vulgaris ,Root (n=36),36,F3'H,8.86334,0.947597409271791,3.14785045650244
Beta vulgaris ,Root (n=36),36,F3'5'H,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,FLS H,0.05127865,-1.2900634168993,-4.28549790878419
Beta vulgaris ,Root (n=36),36,FLS F,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,FLS Y,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,DFR N,0.01,-2,-6.64385618977472
Beta vulgaris ,Root (n=36),36,DFR D,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,DFR A,1000000,6,19.9315685693242
Beta vulgaris ,Root (n=36),36,DFR *,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,F3'H/F3H,0.115828257,-0.936185478931929,-3.10994084448956
Beta vulgaris ,Leaf (n=16),16,F3'5'H/F3H,1000000,6,19.9315685693242
Beta vulgaris ,Leaf (n=16),16,DFR/FLS,0.002115252,-2.67463788564591,-8.8849547359773
Beta vulgaris ,Root (n=36),36,F3'H/F3H,0.328897488,-0.482939443488779,-1.60429010545464
Beta vulgaris ,Root (n=36),36,F3'5'H/F3H,1000000,6,19.9315685693242
