Species,Tissue,n,Gene,Value,Log10value,Log2Value
Lotus japonicus,Seed (n=23),23,DFR D,0.235006,-0.628921049500064,-2.08923050380031
Lotus japonicus,Seed (n=23),23,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Seed (n=23),23,DFR *,46.9824,1.67193519805534,5.5540485072511
Lotus japonicus,Fruit (n=3),3,F3H,629.4126,2.79893543265998,9.2978622495289
Lotus japonicus,Fruit (n=3),3,F3'H,54.5288463,1.73662630915126,5.76894772669012
Lotus japonicus,Fruit (n=3),3,F3'5'H,106.903,2.0289898929091,6.74015852949723
Lotus japonicus,Fruit (n=3),3,FLS H,74.44845,1.87185566026879,6.21816990742084
Lotus japonicus,Fruit (n=3),3,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Fruit (n=3),3,FLS Y,0.01,-2,-6.64385618977472
Lotus japonicus,Fruit (n=3),3,DFR N,178.24828,2.25102534783603,7.47774434528012
Lotus japonicus,Fruit (n=3),3,DFR D,110.55305,2.04357072864153,6.78859501736375
Lotus japonicus,Fruit (n=3),3,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Fruit (n=3),3,DFR *,6.31519,0.800386421353781,2.65882613986148
Lotus japonicus,Leaf (n=3),3,F3'H/F3H,0.063652671,-1.19618336771774,-3.97363513585856
Lotus japonicus,Leaf (n=3),3,F3'5'H/F3H,0.008761635,-2.05741484300761,-6.83458416982526
Lotus japonicus,Leaf (n=3),3,DFR/FLS,0.283142601,-0.547994782746109,-1.820399264656
Lotus japonicus,Flower (n=21),21,F3'H/F3H,0.94815879,-0.023118924427872,-0.076799404580526
Lotus japonicus,Flower (n=21),21,F3'5'H/F3H,0.040416075,-1.39344586520493,-4.62892696832889
Lotus japonicus,Flower (n=21),21,DFR/FLS,0.606868708,-0.2169052554792,-0.720543662105076
Lotus japonicus,Root (n=65),65,F3'H/F3H,0.809605128,-0.091726749695173,-0.304709666865095
Lotus japonicus,Root (n=65),65,F3'5'H/F3H,0.079809665,-1.09794451213298,-3.64729272148194
Lotus japonicus,Root (n=65),65,DFR/FLS,6.336549285,0.801852817114384,2.66369740113685
Lotus japonicus,Stem (n=6),6,F3'H/F3H,0.059434803,-1.22595917244898,-4.07254821814314
Lotus japonicus,Stem (n=6),6,F3'5'H/F3H,0.006535298,-2.18473460444076,-7.25753126236439
Lotus japonicus,Stem (n=6),6,DFR/FLS,0.113041448,-0.946762288045714,-3.1450762438389
Lotus japonicus,Seed (n=23),23,F3'H/F3H,1.042029861,0.017880164531362,0.059396620897941
Lotus japonicus,Seed (n=23),23,F3'5'H/F3H,0.001928917,-2.71468645935327,-9.01799321813593
Lotus japonicus,Seed (n=23),23,DFR/FLS,0.719043803,-0.143244652285071,-0.475848434868148
Lotus japonicus,Fruit (n=3),3,F3'H/F3H,0.086634501,-1.06230912172378,-3.52891451690933
Lotus japonicus,Fruit (n=3),3,F3'5'H/F3H,0.169845662,-0.769945540895934,-2.55770372383545
Lotus japonicus,Fruit (n=3),3,DFR/FLS,3.902178084,0.591307085441298,1.96427961983341
Vigna unguiculata,Leaf (n=39),39,F3H,38.6536,1.58718994812048,5.27253088058424
Vigna unguiculata,Leaf (n=39),39,F3'H,28.3259906,1.45218510669399,4.82405450490377
Vigna unguiculata,Leaf (n=39),39,F3'5'H,0.0434196,-1.36231418177043,-4.52550975448667
Vigna unguiculata,Leaf (n=39),39,FLS H,8.0633,0.90651281829133,3.01137039945749
Vigna unguiculata,Leaf (n=39),39,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Leaf (n=39),39,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Leaf (n=39),39,DFR N,0.01,-2,-6.64385618977472
Vigna unguiculata,Leaf (n=39),39,DFR D,0.530377,-0.275415317540056,-0.914909881098635
Vigna unguiculata,Leaf (n=39),39,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Leaf (n=39),39,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Flower (n=3),3,F3H,67.7722,1.83105158380075,6.08262169941571
Vigna unguiculata,Flower (n=3),3,F3'H,24.1328,1.38260771370332,4.59292340835905
Vigna unguiculata,Flower (n=3),3,F3'5'H,74.3371,1.87120561462137,6.21601050252171
Vigna unguiculata,Flower (n=3),3,FLS H,31.2533,1.49489588075607,4.96593662521497
Vigna unguiculata,Flower (n=3),3,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Flower (n=3),3,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Flower (n=3),3,DFR N,3.8472,0.585144764065751,1.94380883132625
Vigna unguiculata,Flower (n=3),3,DFR D,5.21114,0.716932740871756,2.38159901404649
Vigna unguiculata,Flower (n=3),3,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Flower (n=3),3,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Root (n=14),14,F3H,4.08456,0.611145279995971,2.03018067567642
Vigna unguiculata,Root (n=14),14,F3'H,1.3793398,0.139671267688642,0.463977908183433
Vigna unguiculata,Root (n=14),14,F3'5'H,2.13063,0.328508037743333,1.09128007997589
Vigna unguiculata,Root (n=14),14,FLS H,0.01,-2,-6.64385618977472
Vigna unguiculata,Root (n=14),14,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Root (n=14),14,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Root (n=14),14,DFR N,0.9160325,-0.038089117685564,-0.126529310149145
Vigna unguiculata,Root (n=14),14,DFR D,2.56425,0.408960364188295,1.35853692349246
Vigna unguiculata,Root (n=14),14,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Root (n=14),14,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Stem (n=3),3,F3H,47.4506,1.67624170833426,5.56835442473758
Vigna unguiculata,Stem (n=3),3,F3'H,9.072005,0.957703280908599,3.18142143541608
Vigna unguiculata,Stem (n=3),3,F3'5'H,2.74186,0.438045275843828,1.4551549086583
Vigna unguiculata,Stem (n=3),3,FLS H,10.1912,1.00822532460452,3.34925203178067
Vigna unguiculata,Stem (n=3),3,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Stem (n=3),3,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Stem (n=3),3,DFR N,1.410354,0.1493281346061,0.496057325705126
Vigna unguiculata,Stem (n=3),3,DFR D,2.31907,0.365313857803539,1.21354636768926
Vigna unguiculata,Stem (n=3),3,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Stem (n=3),3,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Seed (n=12),12,F3H,11.42165,1.05772884770429,3.51369917596172
Vigna unguiculata,Seed (n=12),12,F3'H,13.80390965,1.14000210806404,3.78700503100876
Vigna unguiculata,Seed (n=12),12,F3'5'H,2.66433,0.425588014906347,1.41377278356474
Vigna unguiculata,Seed (n=12),12,FLS H,3.326665,0.522009068985248,1.73407659204809
Vigna unguiculata,Seed (n=12),12,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Seed (n=12),12,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Seed (n=12),12,DFR N,1.3505865,0.130522404346989,0.433586042012512
Vigna unguiculata,Seed (n=12),12,DFR D,2.028045,0.30707758726626,1.02008966445002
Vigna unguiculata,Seed (n=12),12,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Seed (n=12),12,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Green (n=3),3,F3H,1.88887,0.276202068972415,0.917523412785483
Vigna unguiculata,Fruit_Green (n=3),3,F3'H,14.8589,1.17198665992169,3.89325541242708
Vigna unguiculata,Fruit_Green (n=3),3,F3'5'H,0.133573,-0.874281319824948,-2.9042996791617
Vigna unguiculata,Fruit_Green (n=3),3,FLS H,9.43833,0.974895157863207,3.23853161447544
Vigna unguiculata,Fruit_Green (n=3),3,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Green (n=3),3,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Green (n=3),3,DFR N,0.0709902,-1.1488016002905,-3.81623631145656
Vigna unguiculata,Fruit_Green (n=3),3,DFR D,2.028045,0.30707758726626,1.02008966445002
Vigna unguiculata,Fruit_Green (n=3),3,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Green (n=3),3,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Red (n=6),6,F3H,33.84095,1.52944254626907,5.0806981639673
Vigna unguiculata,Fruit_Red (n=6),6,F3'H,21.15542035,1.32542165901602,4.40295544665752
Vigna unguiculata,Fruit_Red (n=6),6,F3'5'H,0.329265,-0.482454431191263,-1.60267892947716
Vigna unguiculata,Fruit_Red (n=6),6,FLS H,9.40496,0.973356952803334,3.23342180787135
Vigna unguiculata,Fruit_Red (n=6),6,FLS F,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Red (n=6),6,FLS Y,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Red (n=6),6,DFR N,26.40028,1.421608532999,4.72248132570099
Vigna unguiculata,Fruit_Red (n=6),6,DFR D,11.24386,1.05091542946422,3.49106549048781
Vigna unguiculata,Fruit_Red (n=6),6,DFR A,1000000,6,19.9315685693242
Vigna unguiculata,Fruit_Red (n=6),6,DFR *,1000000,6,19.9315685693242
Vigna unguiculata,Leaf (n=39),39,F3'H/F3H,0.732816364,-0.13500484131134,-0.448476375297951
Vigna unguiculata,Leaf (n=39),39,F3'5'H/F3H,0.0011233,-2.94950424111614,-9.79804100455315
Vigna unguiculata,Leaf (n=39),39,DFR/FLS,0.081426835,-1.08923244557986,-3.6183518628346
Vigna unguiculata,Flower (n=3),3,F3'H/F3H,0.356087009,-0.448443870253096,-1.48969829157378
Vigna unguiculata,Flower (n=3),3,F3'5'H/F3H,1.096867152,0.040154030813463,0.133388803082214
Vigna unguiculata,Flower (n=3),3,DFR/FLS,0.289836273,-0.537847263523412,-1.78668993545671
Vigna unguiculata,Root (n=14),14,F3'H/F3H,0.337696055,-0.471474012807699,-1.56620276915518
Vigna unguiculata,Root (n=14),14,F3'5'H/F3H,0.521630237,-0.282637242081271,-0.938900595131254
Vigna unguiculata,Root (n=14),14,DFR/FLS,344.6408,2.53736668972833,8.42894969363988
Vigna unguiculata,Stem (n=3),3,F3'H/F3H,0.191188415,-0.718538427195927,-2.38693298855833
Vigna unguiculata,Stem (n=3),3,F3'5'H/F3H,0.057783463,-1.23819643416501,-4.1131995216421
Vigna unguiculata,Stem (n=3),3,DFR/FLS,0.35952616,-0.444269503805982,-1.47583134639476
Vigna unguiculata,Seed (n=12),12,F3'H/F3H,1.208574037,0.082273260350345,0.273305855015792
Vigna unguiculata,Seed (n=12),12,F3'5'H/F3H,0.233270149,-0.63214083323384,-2.099926393845
Vigna unguiculata,Seed (n=12),12,DFR/FLS,1.0156212,0.006731757726421,0.022362415119373
Vigna unguiculata,Fruit_Green (n=3),3,F3'H/F3H,7.866555136,0.895784590941572,2.97573199961599
Vigna unguiculata,Fruit_Green (n=3),3,F3'5'H/F3H,0.070715825,-1.15048338760167,-3.82182308797519
Vigna unguiculata,Fruit_Green (n=3),3,DFR/FLS,0.068754324,-1.16269998360261,-3.86240574145457
Vigna unguiculata,Fruit-Red (n=6),6,F3'H/F3H,0.625142626,-0.204020887266716,-0.677742717355153
Vigna unguiculata,Fruit-Red (n=6),6,F3'5'H/F3H,0.00972978,-2.01189697945068,-6.68337710005624
Vigna unguiculata,Fruit-Red (n=6),6,DFR/FLS,4.097379468,0.612506186854515,2.03470151040434
Phaseolus acutifolius,Fruit (n=3),3,F3H,11.0235,1.04231950643533,3.46251045227665
Phaseolus acutifolius,Fruit (n=3),3,F3'H,33.48837,1.52489400937226,5.06558825145913
Phaseolus acutifolius,Fruit (n=3),3,F3'5'H,1.43833,0.157858538854196,0.524394715237622
Phaseolus acutifolius,Fruit (n=3),3,FLS H,38.3136,1.58335296082359,5.25978468468298
Phaseolus acutifolius,Fruit (n=3),3,FLS F,1000000,6,19.9315685693242
Phaseolus acutifolius,Fruit (n=3),3,FLS Y,1000000,6,19.9315685693242
Phaseolus acutifolius,Fruit (n=3),3,DFR N,0.496657,-0.30394343910104,-1.00967824960643
Phaseolus acutifolius,Fruit (n=3),3,DFR D,1000000,6,19.9315685693242
Phaseolus acutifolius,Fruit (n=3),3,DFR A,1000000,6,19.9315685693242
Phaseolus acutifolius,Fruit (n=3),3,DFR *,1000000,6,19.9315685693242
Phaseolus acutifolius,Fruit (n=3),3,F3'H/F3H,3.037907198,0.482574502900007,1.60307779905984
Phaseolus acutifolius,Fruit (n=3),3,F3'5'H/F3H,0.130478523,-0.884460968097305,-2.93811573875371
Phaseolus acutifolius,Fruit (n=3),3,DFR/FLS,0.012962943,-1.88729638862273,-6.2694628967453
Medicago truncatula,Root (n=28),28,F3H,124.877117,2.09648286374555,6.96436532552626
Medicago truncatula,Root (n=28),28,F3'H,34.662838,1.53986411744547,5.11531787405104
Medicago truncatula,Root (n=28),28,F3'5'H,0.01,-2,-6.64385618977472
Medicago truncatula,Root (n=28),28,FLS H,0.01,-2,-6.64385618977472
Medicago truncatula,Root (n=28),28,FLS F,1000000,6,19.9315685693242
Medicago truncatula,Root (n=28),28,FLS Y,1000000,6,19.9315685693242
Medicago truncatula,Root (n=28),28,DFR N,0.01,-2,-6.64385618977472
Medicago truncatula,Root (n=28),28,DFR D,0.03089265,-1.51014483591953,-5.01659255779016
Medicago truncatula,Root (n=28),28,DFR A,1000000,6,19.9315685693242
Medicago truncatula,Root (n=28),28,DFR *,1000000,6,19.9315685693242
Medicago truncatula,Stem (n=25),25,F3H,34.204756,1.53408649672719,5.0961250334654
Medicago truncatula,Stem (n=25),25,F3'H,14.33875,1.15651129277081,3.84184735550986
Medicago truncatula,Stem (n=25),25,F3'5'H,0.01,-2,-6.64385618977472
Medicago truncatula,Stem (n=25),25,FLS H,1.41444,0.150584529579093,0.500230979464187
Medicago truncatula,Stem (n=25),25,FLS F,1000000,6,19.9315685693242
Medicago truncatula,Stem (n=25),25,FLS Y,1000000,6,19.9315685693242
Medicago truncatula,Stem (n=25),25,DFR N,11.2506,1.05117568420211,3.49193003801343
Medicago truncatula,Stem (n=25),25,DFR D,6.46569,0.810614878358307,2.69280433855216
Medicago truncatula,Stem (n=25),25,DFR A,1000000,6,19.9315685693242
Medicago truncatula,Stem (n=25),25,DFR *,1000000,6,19.9315685693242
Medicago truncatula,Root (n=28),28,F3'H/F3H,0.277575579,-0.556618745609404,-1.84904744918084
Medicago truncatula,Root (n=28),28,F3'5'H/F3H,8.01E-05,-4.09636748391576,-13.6078382318028
Medicago truncatula,Root (n=28),28,DFR/FLS,21.2086,1.326512001268,4.40657748521744
Medicago truncatula,Stem (n=25),25,F3'H/F3H,0.4192034,-0.377575203611996,-1.25427767681151
Medicago truncatula,Stem (n=25),25,F3'5'H/F3H,0.000292357,-3.5340865032463,-11.7399812448961
Medicago truncatula,Stem (n=25),25,DFR/FLS,11.0272546,1.04246740178921,3.46300175000782
Glycine max,Leaf (n=158),158,F3H,30.91066645,1.49010836877852,4.95003285467214
Glycine max,Leaf (n=158),158,F3'H,15.98782105,1.2037892786028,3.99890142491483
Glycine max,Leaf (n=158),158,F3'5'H,0.01,-2,-6.64385618977472
Glycine max,Leaf (n=158),158,FLS H,35.83025,1.55424983839892,5.16310620465153
Glycine max,Leaf (n=158),158,FLS F,1000000,6,19.9315685693242
Glycine max,Leaf (n=158),158,FLS Y,1000000,6,19.9315685693242
Glycine max,Leaf (n=158),158,DFR N,1000000,6,19.9315685693242
Glycine max,Leaf (n=158),158,DFR D,0.196118501,-0.70748143487271,-2.35020245511488
Glycine max,Leaf (n=158),158,DFR A,1000000,6,19.9315685693242
Glycine max,Leaf (n=158),158,DFR *,1000000,6,19.9315685693242
Glycine max,Flower (n=10),10,F3H,524.659013,2.71987713791054,9.03523627906686
Glycine max,Flower (n=10),10,F3'H,18.3534731,1.2637182596203,4.19798119065484
Glycine max,Flower (n=10),10,F3'5'H,0.088883,-1.05118129540992,-3.49194867804231
Glycine max,Flower (n=10),10,FLS H,172.13893,2.23587909910286,7.42742959608124
Glycine max,Flower (n=10),10,FLS F,1000000,6,19.9315685693242
Glycine max,Flower (n=10),10,FLS Y,1000000,6,19.9315685693242
Glycine max,Flower (n=10),10,DFR N,1000000,6,19.9315685693242
Glycine max,Flower (n=10),10,DFR D,29.371941,1.46793264716072,4.87636670200557
Glycine max,Flower (n=10),10,DFR A,1000000,6,19.9315685693242
Glycine max,Flower (n=10),10,DFR *,1000000,6,19.9315685693242
Glycine max,Root (n=41),41,F3H,17.9691,1.25452632558855,4.16744624674842
Glycine max,Root (n=41),41,F3'H,17.6109128,1.24578186668444,4.13839778304027
Glycine max,Root (n=41),41,F3'5'H,0.01,-2,-6.64385618977472
Glycine max,Root (n=41),41,FLS H,0.0512367,-1.29041884961319,-4.28667863070229
Glycine max,Root (n=41),41,FLS F,1000000,6,19.9315685693242
Glycine max,Root (n=41),41,FLS Y,1000000,6,19.9315685693242
Glycine max,Root (n=41),41,DFR N,1000000,6,19.9315685693242
Glycine max,Root (n=41),41,DFR D,0.01,-2,-6.64385618977472
Glycine max,Root (n=41),41,DFR A,1000000,6,19.9315685693242
Glycine max,Root (n=41),41,DFR *,1000000,6,19.9315685693242
Glycine max,Stem (n=15),15,F3H,115.7282202,2.06343927410063,6.85459689672887
Glycine max,Stem (n=15),15,F3'H,37.3727897,1.5725555170655,5.22391635291001
Glycine max,Stem (n=15),15,F3'5'H,0.01,-2,-6.64385618977472
Glycine max,Stem (n=15),15,FLS H,27.0957,1.43290037521224,4.75999201359217
Glycine max,Stem (n=15),15,FLS F,1000000,6,19.9315685693242
Glycine max,Stem (n=15),15,FLS Y,1000000,6,19.9315685693242
Glycine max,Stem (n=15),15,DFR N,1000000,6,19.9315685693242
Glycine max,Stem (n=15),15,DFR D,33.913765,1.53037600646809,5.08379905162788
Glycine max,Stem (n=15),15,DFR A,1000000,6,19.9315685693242
Glycine max,Stem (n=15),15,DFR *,1000000,6,19.9315685693242
Glycine max,Seed (n=109),109,F3H,5.6655774,0.753244177015902,2.50222299393943
Glycine max,Seed (n=109),109,F3'H,7.462398,0.872878408011476,2.89963930699388
Glycine max,Seed (n=109),109,F3'5'H,0.01,-2,-6.64385618977472
Glycine max,Seed (n=109),109,FLS H,2.55894,0.40806010301325,1.35554632060235
Glycine max,Seed (n=109),109,FLS F,1000000,6,19.9315685693242
Glycine max,Seed (n=109),109,FLS Y,1000000,6,19.9315685693242
Glycine max,Seed (n=109),109,DFR N,1000000,6,19.9315685693242
Glycine max,Seed (n=109),109,DFR D,0.205014,-0.688216480821601,-2.28620566300579
Glycine max,Seed (n=109),109,DFR A,1000000,6,19.9315685693242
Glycine max,Seed (n=109),109,DFR *,1000000,6,19.9315685693242
Glycine max,Fruit (n=4),4,F3H,116.0678988,2.06471212239365,6.85882520723398
Glycine max,Fruit (n=4),4,F3'H,44.68872115,1.65019792670232,5.4818388548373
Glycine max,Fruit (n=4),4,F3'5'H,0.01,-2,-6.64385618977472
Glycine max,Fruit (n=4),4,FLS H,22.840943,1.35871403001349,4.51355030921945
Glycine max,Fruit (n=4),4,FLS F,1000000,6,19.9315685693242
Glycine max,Fruit (n=4),4,FLS Y,1000000,6,19.9315685693242
Glycine max,Fruit (n=4),4,DFR N,1000000,6,19.9315685693242
Glycine max,Fruit (n=4),4,DFR D,1.66606827,0.221692793395382,0.73644751881418
Glycine max,Fruit (n=4),4,DFR A,1000000,6,19.9315685693242
Glycine max,Fruit (n=4),4,DFR *,1000000,6,19.9315685693242
Glycine max,Leaf (n=158),158,F3'H/F3H,0.517226669,-0.286319090325026,-0.951131430253295
Glycine max,Leaf (n=158),158,F3'5'H/F3H,0.000323513,-3.49010826301745,-11.5938886931162
Glycine max,Leaf (n=158),158,DFR/FLS,0.005473545,-2.26173130707244,-7.51330877205024
Glycine max,Flower (n=10),10,F3'H/F3H,0.034981717,-1.45615887795268,-4.83725508729067
Glycine max,Flower (n=10),10,F3'5'H/F3H,0.000169411,-3.7710583939805,-12.5271848264247
Glycine max,Flower (n=10),10,DFR/FLS,0.170629276,-0.767946451981847,-2.55106289420757
Glycine max,Root (n=41),41,F3'H/F3H,0.980066492,-0.008744458869654,-0.029048463593692
Glycine max,Root (n=41),41,F3'5'H/F3H,0.000556511,-3.25452624697692,-10.8113021753809
Glycine max,Root (n=41),41,DFR/FLS,0.195172601,-0.709581150141142,-2.35717755825635
Glycine max,Stem (n=15),15,F3'H/F3H,0.322935837,-0.490883757560298,-1.63068054556343
Glycine max,Stem (n=15),15,F3'5'H/F3H,8.64E-05,-4.06348625752111,-13.4986091620481
Glycine max,Stem (n=15),15,DFR/FLS,1.251629041,0.097475631335556,0.323807038300466
Glycine max,Seed (n=109),109,F3'H/F3H,1.317146951,0.119634230882933,0.397416312680256
Glycine max,Seed (n=109),109,F3'5'H/F3H,0.001765045,-2.75324421775346,-9.14607931904141
Glycine max,Seed (n=109),109,DFR/FLS,0.080116767,-1.09627658437084,-3.64175198538865
Glycine max,Fruit (n=4),4,F3'H/F3H,0.385022229,-0.41451419606721,-1.37698635364531
Glycine max,Fruit (n=4),4,F3'5'H/F3H,8.62E-05,-4.06449273417529,-13.5019526051224
Glycine max,Fruit (n=4),4,DFR/FLS,0.072942184,-1.13702123738982,-3.77710279296883
Cicer arietinum ,Leaf (n=15),15,F3H,19.442487,1.28875181724114,4.2811408690305
Cicer arietinum ,Leaf (n=15),15,F3'H,13.9977839,1.1460592845223,3.80712653566115
Cicer arietinum ,Leaf (n=15),15,F3'5'H,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,FLS H,133.164,2.12438683208268,7.05706030190422
Cicer arietinum ,Leaf (n=15),15,FLS F,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,FLS Y,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,DFR N,0.01,-2,-6.64385618977472
Cicer arietinum ,Leaf (n=15),15,DFR D,0.304542,-0.516352804474787,-1.71528688805868
Cicer arietinum ,Leaf (n=15),15,DFR A,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,DFR *,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,F3H,0.3388683,-0.469969056063746,-1.56120341106585
Cicer arietinum ,Root (n=29),29,F3'H,0.9717825,-0.012430926040522,-0.041294642459476
Cicer arietinum ,Root (n=29),29,F3'5'H,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,FLS H,0.880537,-0.055252390340407,-0.183544467781481
Cicer arietinum ,Root (n=29),29,FLS F,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,FLS Y,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,DFR N,0.0208702,-1.68047338905241,-5.58241176380378
Cicer arietinum ,Root (n=29),29,DFR D,0.0591913,-1.22774212164959,-4.0784710471844
Cicer arietinum ,Root (n=29),29,DFR A,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,DFR *,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,F3H,16.9584094,1.22938511553874,4.0839289547445
Cicer arietinum ,Stem (n=12),12,F3'H,9.92222995,0.996609287693,3.31066439241306
Cicer arietinum ,Stem (n=12),12,F3'5'H,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,FLS H,100.87495,2.00378333246639,6.65642414818712
Cicer arietinum ,Stem (n=12),12,FLS F,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,FLS Y,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,DFR N,0.04213515,-1.37535545566332,-4.5688319286246
Cicer arietinum ,Stem (n=12),12,DFR D,0.265615,-0.575747402823291,-1.91259147299712
Cicer arietinum ,Stem (n=12),12,DFR A,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,DFR *,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,F3H,121.65171,2.0851182179799,6.92661278946891
Cicer arietinum ,Seed (n=41),41,F3'H,0.1279924,-0.892815817352554,-2.96586994722327
Cicer arietinum ,Seed (n=41),41,F3'5'H,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,FLS H,21.3006,1.32839183691381,4.41282216406303
Cicer arietinum ,Seed (n=41),41,FLS F,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,FLS Y,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,DFR N,0.01,-2,-6.64385618977472
Cicer arietinum ,Seed (n=41),41,DFR D,0.0476442,-1.3219899609503,-4.39155559243985
Cicer arietinum ,Seed (n=41),41,DFR A,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,DFR *,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,F3'H/F3H,0.719958506,-0.142692532922233,-0.474014334045006
Cicer arietinum ,Leaf (n=15),15,F3'5'H/F3H,1000000,6,19.9315685693242
Cicer arietinum ,Leaf (n=15),15,DFR/FLS,0.003514133,-2.45418180571123,-8.15261549035354
Cicer arietinum ,Root (n=29),29,F3'H/F3H,2.867729144,0.457538129973053,1.51990876843971
Cicer arietinum ,Root (n=29),29,F3'5'H/F3H,1000000,6,19.9315685693242
Cicer arietinum ,Root (n=29),29,DFR/FLS,0.126391168,-0.898283272753608,-2.98403244092758
Cicer arietinum ,Stem (n=12),12,F3'H/F3H,0.585092016,-0.232775828108391,-0.773264563203936
Cicer arietinum ,Stem (n=12),12,F3'5'H/F3H,1000000,6,19.9315685693242
Cicer arietinum ,Stem (n=12),12,DFR/FLS,0.002889873,-2.53912124257602,-8.4347781920386
Cicer arietinum ,Seed (n=41),41,F3'H/F3H,0.001052122,-2.97793389815303,-9.892482280992
Cicer arietinum ,Seed (n=41),41,F3'5'H/F3H,1000000,6,19.9315685693242
Cicer arietinum ,Seed (n=41),41,DFR/FLS,0.00247286,-2.60680047035466,-8.65960372023672
Prunus persica,Leaf (n=12) ,12,F3H,165.514,2.21883473445975,7.37080944231378
Prunus persica,Leaf (n=12) ,12,F3'H,91.69378815,1.9623399151296,6.51875209578791
Prunus persica,Leaf (n=12) ,12,F3'5'H,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,FLS H,13.7035315,1.13683250243536,3.77647582902112
Prunus persica,Leaf (n=12) ,12,FLS F,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,FLS Y,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,DFR N,42.0104,1.62335681667167,5.39267461732853
Prunus persica,Leaf (n=12) ,12,DFR D,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,DFR A,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,DFR *,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,F3H,296.912,2.47262775040328,8.21389159226278
Prunus persica,Root (n=11),11,F3'H,94.239663,1.97423372441351,6.55826247500334
Prunus persica,Root (n=11),11,F3'5'H,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,FLS H,0.01,-2,-6.64385618977472
Prunus persica,Root (n=11),11,FLS F,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,FLS Y,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,DFR N,321.715,2.50747131040573,8.32963939316081
Prunus persica,Root (n=11),11,DFR D,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,DFR A,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,DFR A,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,F3H,12.5581,1.09892393701786,3.65054630052386
Prunus persica,Seed (n=3),3,F3'H,43.869782,1.6421654762916,5.45515563214717
Prunus persica,Seed (n=3),3,F3'5'H,1000000,6,19.9315685693242
